project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2022-322,47fad1cc,2022-08-15,R. Williams,Safety Log,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",5,Hot,70,60
PRJ-2022-322,2aa793ef,2022-08-16,K. Thompson,Coordination Note,Installed 132 diffusers on floor 20. Passed QC inspection. Inspections needed: rough-in Friday.,3,Clear,81,36
PRJ-2022-322,58883855,2022-08-17,R. Williams,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: none required.,3,Cold,84,61
PRJ-2022-322,59ca04b6,2022-08-19,M. Chen,Issue Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 12.",1,Clear,75,59
PRJ-2022-322,f0548623,2022-08-22,K. Thompson,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 4.",3,Cloudy,77,61
PRJ-2022-322,24edca20,2022-08-24,M. Chen,Issue Log,"Crew arrived 0630. Weather: Clear, 72°F. 15 workers on site. Focus today: piping rough-in mechanical room. Waiting on RFI response to proceed.",2,Clear,96,46
PRJ-2022-322,52b02cb5,2022-08-25,K. Thompson,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 4.",5,Hot,70,74
PRJ-2022-322,74d84c1b,2022-08-26,J. Martinez,Inspection Note,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,5,Cold,98,64
PRJ-2022-322,ce8e82ef,2022-08-30,K. Thompson,Inspection Note,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: none.,2,Cloudy,75,63
PRJ-2022-322,165d576d,2022-09-02,R. Williams,Issue Log,Received delivery of insulation - 96 units. Short 2 boxes - claim filed. Staged at mechanical room.,1,Clear,94,72
PRJ-2022-322,6ae4de49,2022-09-05,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: sheave change AHU.,5,Cloudy,84,46
PRJ-2022-322,8bc175d4,2022-09-06,J. Martinez,Issue Log,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Awaiting engineer response. Impact: none.,2,Cold,63,63
PRJ-2022-322,72fea149,2022-09-07,R. Williams,Coordination Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Completed piping pressure test - passed.,0,Cold,90,45
PRJ-2022-322,52fe82bd,2022-09-09,J. Martinez,Daily Report,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 13.",1,Cold,96,65
PRJ-2022-322,075f4bb6,2022-09-12,M. Chen,Issue Log,Received delivery of copper piping - 20 units. All accounted for. Staged at mechanical room.,4,Cold,89,72
PRJ-2022-322,0b9e6c76,2022-09-13,M. Chen,Coordination Note,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,2,Clear,77,73
PRJ-2022-322,517f6b18,2022-09-14,M. Chen,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 11.",1,Clear,66,69
PRJ-2022-322,7035ff52,2022-09-19,R. Williams,Coordination Note,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",0,Cold,70,68
PRJ-2022-322,ad1fb176,2022-09-21,M. Chen,Issue Log,Received delivery of copper piping - 156 units. All accounted for. Staged at floor 3 staging.,0,Hot,86,65
PRJ-2022-322,fb49bac6,2022-09-22,M. Chen,Daily Report,Received delivery of RTU - 194 units. All accounted for. Staged at loading dock.,3,Hot,83,72
PRJ-2022-322,6984c7bd,2022-09-23,R. Williams,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 8.",2,Rain,100,69
PRJ-2022-322,571f7b13,2022-09-27,R. Williams,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 6.",5,Cloudy,67,54
PRJ-2022-322,af327c3a,2022-09-28,K. Thompson,Inspection Note,Installed 152 pipe hangers on floor 24. Minor punch items noted. Inspections needed: none.,2,Cloudy,80,74
PRJ-2022-322,b22ef39c,2022-09-29,K. Thompson,Issue Log,Installed 63 pipe hangers on floor 4. Rework required grid C-4. Inspections needed: rough-in Friday.,1,Clear,98,47
PRJ-2022-322,1450cffe,2022-09-30,M. Chen,Coordination Note,Received delivery of VAV boxes - 175 units. All accounted for. Staged at floor 3 staging.,0,Rain,72,64
PRJ-2022-322,6f82e50d,2022-10-03,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 13.",0,Rain,100,59
PRJ-2022-322,26e2b615,2022-10-05,K. Thompson,Safety Log,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: none required.,4,Cloudy,77,55
PRJ-2022-322,77573ac0,2022-10-07,K. Thompson,Inspection Note,"Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Hot,55,47
PRJ-2022-322,49767a09,2022-10-10,K. Thompson,Safety Log,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Resolved on site with GC. Impact: cost impact TBD.,2,Hot,55,72
PRJ-2022-322,c6fbac83,2022-10-11,J. Martinez,Coordination Note,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,2,Hot,73,40
PRJ-2022-322,a37b184d,2022-10-12,J. Martinez,Safety Log,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,0,Hot,87,56
PRJ-2022-322,97ec4d5a,2022-10-13,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Completed piping pressure test - passed.,3,Rain,82,71
PRJ-2022-322,e69ca174,2022-10-17,K. Thompson,Inspection Note,Equipment startup for FCU bank west. Successful - all parameters normal. Punch list items: 3 minor items.,3,Cloudy,64,65
PRJ-2022-322,98eb224a,2022-10-19,R. Williams,Coordination Note,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: damper actuator adjustment.,5,Cloudy,97,59
PRJ-2022-322,5489f2cd,2022-10-20,J. Martinez,Issue Log,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,2,Rain,77,47
PRJ-2022-322,35e084a7,2022-10-21,J. Martinez,Coordination Note,Working in floors 4-6 - 76% complete this zone. Remaining: final connections.,5,Hot,61,69
PRJ-2022-322,424650b6,2022-10-25,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 6.",4,Hot,89,55
PRJ-2022-322,dedcb565,2022-10-27,K. Thompson,Daily Report,Received delivery of copper piping - 97 units. Short 2 boxes - claim filed. Staged at mechanical room.,0,Cloudy,92,68
PRJ-2022-322,66929b51,2022-10-28,J. Martinez,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: sheave change AHU.,2,Cloudy,67,42
PRJ-2022-322,fde9203e,2022-10-31,K. Thompson,Coordination Note,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,4,Cloudy,64,63
PRJ-2022-322,c8f63b2b,2022-11-01,K. Thompson,Coordination Note,Working in penthouse - 65% complete this zone. Remaining: controls terminations.,3,Cloudy,93,74
PRJ-2022-322,f30ed720,2022-11-02,J. Martinez,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 12.",1,Cloudy,89,53
PRJ-2022-322,251524a0,2022-11-04,R. Williams,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 15.",2,Cloudy,89,45
PRJ-2022-322,0281016d,2022-11-08,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,0,Cold,76,43
PRJ-2022-322,f54334f2,2022-11-10,K. Thompson,Inspection Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,2,Clear,68,67
PRJ-2022-322,6127c218,2022-11-11,K. Thompson,Safety Log,Met with electrical foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,2,Hot,68,74
PRJ-2022-322,f81d1244,2022-11-14,K. Thompson,Daily Report,Equipment startup for RTU-1. Successful - all parameters normal. Punch list items: damper actuator adjustment.,3,Rain,95,53
PRJ-2022-322,fe800dfc,2022-11-17,R. Williams,Safety Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,0,Cold,82,45
PRJ-2022-322,4b9e110b,2022-11-18,R. Williams,Issue Log,Installed 87 LF of duct on floor 27. Minor punch items noted. Inspections needed: rough-in Friday.,3,Clear,86,64
PRJ-2022-322,d1497533,2022-11-21,K. Thompson,Coordination Note,Installed 138 pipe hangers on floor 28. Minor punch items noted. Inspections needed: none.,3,Hot,68,73
PRJ-2022-322,c3aeb227,2022-11-22,J. Martinez,Daily Report,"Crew arrived 0600. Weather: Partly cloudy, 65°F. 10 workers on site. Focus today: equipment rigging. Ahead of plan.",3,Clear,100,75
PRJ-2022-322,41e2479a,2022-11-24,K. Thompson,Inspection Note,Working in basement - 92% complete this zone. Remaining: insulation and startup.,0,Clear,86,41
PRJ-2022-322,0d980721,2022-11-28,K. Thompson,Issue Log,Received delivery of copper piping - 59 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,5,Rain,63,73
PRJ-2022-322,d3cce0ee,2022-11-29,K. Thompson,Daily Report,Installed 115 pipe hangers on floor 17. Passed QC inspection. Inspections needed: none.,2,Hot,88,41
PRJ-2022-322,368f1b5f,2022-11-30,J. Martinez,Issue Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 9.",2,Cold,74,38
PRJ-2022-322,e245beca,2022-12-01,M. Chen,Coordination Note,Working in Zone 3 - 78% complete this zone. Remaining: final connections.,1,Cloudy,60,43
PRJ-2022-322,ca4d5298,2022-12-05,K. Thompson,Coordination Note,Working in penthouse - 52% complete this zone. Remaining: insulation and startup.,2,Clear,76,48
PRJ-2022-322,1507b3be,2022-12-06,J. Martinez,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: none required.,1,Hot,78,52
PRJ-2022-322,5fee5e37,2022-12-08,M. Chen,Daily Report,Met with electrical foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,2,Rain,100,75
PRJ-2022-322,f810efde,2022-12-09,J. Martinez,Coordination Note,Installed 178 pipe hangers on floor 15. Rework required grid C-4. Inspections needed: rough-in Friday.,3,Cloudy,96,66
PRJ-2022-322,fc9f6c43,2022-12-12,M. Chen,Issue Log,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Ran refrigerant lines to condensers.,0,Rain,95,35
PRJ-2022-322,18eab5b2,2022-12-13,R. Williams,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 15.",2,Cloudy,56,48
PRJ-2022-322,3647488d,2022-12-14,M. Chen,Inspection Note,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: FP to adjust sprinkler head locations,3,Hot,89,55
PRJ-2022-322,2bf75ca4,2022-12-15,J. Martinez,Inspection Note,"Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Set 3 VAV boxes, awaiting controls.",0,Cloudy,60,67
PRJ-2022-322,6ba33d05,2022-12-16,M. Chen,Coordination Note,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: schedule neutral.,1,Hot,86,75
PRJ-2022-322,887b4391,2022-12-19,K. Thompson,Daily Report,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Resolved on site with GC. Impact: cost impact TBD.,5,Cold,86,40
PRJ-2022-322,6b179d8a,2022-12-20,K. Thompson,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: sheave change AHU.,1,Hot,78,52
PRJ-2022-322,102ef280,2022-12-21,R. Williams,Safety Log,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,0,Clear,56,66
PRJ-2022-322,6b3a5b9a,2022-12-22,K. Thompson,Issue Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: none.,5,Rain,66,47
PRJ-2022-322,ad58e99c,2022-12-23,M. Chen,Safety Log,Installed 37 VAV boxes on floor 24. Rework required grid C-4. Inspections needed: none.,1,Cold,94,62
PRJ-2022-322,f6f79c5c,2022-12-26,R. Williams,Coordination Note,"Crew arrived 0600. Weather: Clear, 72°F. 5 workers on site. Focus today: piping rough-in mechanical room. Ahead of plan.",5,Cold,81,63
PRJ-2022-322,24ab5810,2022-12-28,J. Martinez,Daily Report,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,3,Cold,67,74
PRJ-2022-322,f89b74d9,2022-12-29,K. Thompson,Safety Log,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,2,Hot,69,40
PRJ-2022-322,ce1351ac,2023-01-03,J. Martinez,Inspection Note,Installed 161 diffusers on floor 15. Passed QC inspection. Inspections needed: rough-in Friday.,0,Cloudy,55,62
PRJ-2022-322,5d3c7016,2023-01-04,J. Martinez,Safety Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,5,Clear,78,51
PRJ-2022-322,2e2fc0f6,2023-01-06,M. Chen,Coordination Note,Working in penthouse - 53% complete this zone. Remaining: controls terminations.,0,Cloudy,74,72
PRJ-2022-322,8b7d2942,2023-01-09,M. Chen,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: damper repositioning.,1,Clear,78,73
PRJ-2022-322,c4c4b7cf,2023-01-10,J. Martinez,Issue Log,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,0,Cold,64,62
PRJ-2022-322,dd1a1d61,2023-01-11,K. Thompson,Safety Log,Working in basement - 66% complete this zone. Remaining: diffusers and connections.,4,Clear,66,43
PRJ-2022-322,235587e6,2023-01-16,M. Chen,Inspection Note,Received delivery of insulation - 188 units. Matched PO. Staged at loading dock.,1,Cold,74,37
PRJ-2022-322,9c2d123f,2023-01-17,M. Chen,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,1,Cloudy,83,75
PRJ-2022-322,926f5155,2023-01-18,M. Chen,Safety Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Continued ductwork installation per plan.,4,Hot,91,72
PRJ-2022-322,9dba01bb,2023-01-20,J. Martinez,Coordination Note,"Crew arrived 0700. Weather: Cold, 35°F. 5 workers on site. Focus today: TAB work zones 1-4. Waiting on RFI response to proceed.",2,Rain,70,75
PRJ-2022-322,55a7d236,2023-01-25,K. Thompson,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: damper repositioning.,0,Rain,90,72
PRJ-2022-322,d2d27ed7,2023-01-26,J. Martinez,Coordination Note,Design discrepancy encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: 1 day delay.,2,Cloudy,70,70
PRJ-2022-322,19bc294a,2023-01-30,J. Martinez,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 13.",4,Rain,96,62
PRJ-2022-322,ec92ef3a,2023-01-31,R. Williams,Coordination Note,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,4,Cold,75,71
PRJ-2022-322,22527234,2023-02-01,K. Thompson,Issue Log,Design discrepancy encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Resolved on site with GC. Impact: cost impact TBD.,0,Cold,86,40
PRJ-2022-322,134daa11,2023-02-07,R. Williams,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 14.",4,Hot,84,40
PRJ-2022-322,b8c491c9,2023-02-08,K. Thompson,Inspection Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: static pressure high. Adjustments: sheave change AHU.,3,Cloudy,59,56
PRJ-2022-322,9d62cbba,2023-02-09,K. Thompson,Inspection Note,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: 1 day delay.,2,Cloudy,66,38
PRJ-2022-322,46c222af,2023-02-10,R. Williams,Safety Log,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: 3 minor items.,2,Clear,64,42
PRJ-2022-322,e85f31ee,2023-02-14,R. Williams,Safety Log,Equipment startup for Boiler. Successful - all parameters normal. Punch list items: 3 minor items.,3,Rain,76,36
PRJ-2022-322,0e806e2a,2023-02-15,K. Thompson,Issue Log,Coordination conflict encountered: wrong size fittings delivered. Resolution: Resolved on site with GC. Impact: schedule neutral.,1,Cold,63,36
PRJ-2022-322,afc31a24,2023-02-16,J. Martinez,Safety Log,Received delivery of insulation - 31 units. Short 2 boxes - claim filed. Staged at mechanical room.,3,Clear,86,58
PRJ-2022-322,d8421361,2023-02-20,J. Martinez,Daily Report,Working in penthouse - 77% complete this zone. Remaining: controls terminations.,0,Clear,72,58
PRJ-2022-322,025d7b3d,2023-02-24,R. Williams,Daily Report,Crew arrived 0700. Weather: Rain - indoor work only. 8 workers on site. Focus today: piping rough-in mechanical room. Waiting on RFI response to proceed.,5,Cloudy,79,69
PRJ-2022-322,d1f151a4,2023-02-28,M. Chen,Safety Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,0,Hot,90,35
PRJ-2022-322,87914331,2023-03-02,R. Williams,Daily Report,Installed 184 LF of duct on floor 27. Rework required grid C-4. Inspections needed: none.,5,Cloudy,76,50
PRJ-2022-322,8808ab69,2023-03-03,J. Martinez,Inspection Note,Installed 74 VAV boxes on floor 9. Minor punch items noted. Inspections needed: none.,3,Rain,93,66
PRJ-2022-322,138816c4,2023-03-07,K. Thompson,Inspection Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: sheave change AHU.,2,Clear,82,45
PRJ-2022-322,b76493c1,2023-03-08,M. Chen,Daily Report,"Crew arrived 0700. Weather: Partly cloudy, 65°F. 5 workers on site. Focus today: ductwork installation Floor 3. Good progress.",5,Cold,95,47
PRJ-2022-322,4ef8401e,2023-03-09,M. Chen,Coordination Note,Received delivery of sheet metal - 111 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,4,Cold,75,54
PRJ-2022-322,fabe652e,2023-03-10,R. Williams,Inspection Note,Installed 50 VAV boxes on floor 5. Passed QC inspection. Inspections needed: pressure test Monday.,2,Cloudy,93,46
PRJ-2022-322,a727fa0f,2023-03-14,K. Thompson,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: none required.,3,Rain,95,36
PRJ-2022-322,50bae0aa,2023-03-15,R. Williams,Coordination Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Ran refrigerant lines to condensers.,0,Hot,87,45
PRJ-2022-322,e9920982,2023-03-16,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,0,Cloudy,83,67
PRJ-2022-322,bd95ceca,2023-03-17,J. Martinez,Coordination Note,Installed 181 LF of duct on floor 18. Minor punch items noted. Inspections needed: none.,1,Rain,75,66
PRJ-2022-322,019b876a,2023-03-20,K. Thompson,Daily Report,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 11.",0,Cold,86,35
PRJ-2022-322,f5f1b6f9,2023-03-21,R. Williams,Coordination Note,Working in floors 4-6 - 46% complete this zone. Remaining: controls terminations.,1,Rain,80,65
PRJ-2022-322,95db42e8,2023-03-23,J. Martinez,Issue Log,Crew arrived 0600. Weather: Rain - indoor work only. 7 workers on site. Focus today: piping rough-in mechanical room. Coordination issues with electrical - resolved on site.,3,Cold,93,49
PRJ-2022-322,2bc493d2,2023-03-24,J. Martinez,Coordination Note,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: sheave change AHU.,1,Cold,61,45
PRJ-2022-322,8cb6cdb1,2023-03-27,M. Chen,Inspection Note,Working in penthouse - 63% complete this zone. Remaining: diffusers and connections.,4,Cold,100,54
PRJ-2022-322,82e62846,2023-04-04,K. Thompson,Coordination Note,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,1,Rain,97,70
PRJ-2022-322,9f941825,2023-04-05,M. Chen,Safety Log,Installed 81 diffusers on floor 17. Minor punch items noted. Inspections needed: none.,2,Cold,62,67
PRJ-2022-322,67c157bd,2023-04-06,J. Martinez,Daily Report,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Ran refrigerant lines to condensers.,3,Rain,67,58
PRJ-2022-322,8aecfc76,2023-04-07,M. Chen,Daily Report,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 13 workers on site. Focus today: controls wiring. Inspection passed.",3,Hot,77,71
PRJ-2022-322,bf03d855,2023-04-10,R. Williams,Issue Log,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Rain,88,75
PRJ-2022-322,18aa705e,2023-04-13,J. Martinez,Coordination Note,Received delivery of RTU - 33 units. All accounted for. Staged at mechanical room.,1,Clear,72,35
PRJ-2022-322,43be8663,2023-04-17,M. Chen,Daily Report,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,5,Rain,75,55
PRJ-2022-322,fa0f8bd0,2023-04-19,J. Martinez,Daily Report,"Crew arrived 0600. Weather: Partly cloudy, 65°F. 5 workers on site. Focus today: controls wiring. Ahead of plan.",3,Clear,61,74
PRJ-2022-322,54a3aa60,2023-04-21,J. Martinez,Safety Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,5,Cloudy,96,48
PRJ-2022-322,1313db18,2023-04-24,R. Williams,Daily Report,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 4.",0,Hot,97,59
PRJ-2022-322,6f068add,2023-04-25,M. Chen,Daily Report,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Awaiting engineer response. Impact: none.,0,Rain,75,71
PRJ-2022-322,e6bafd6c,2023-04-27,K. Thompson,Coordination Note,Equipment startup for AHU-2. Delayed - controls not ready. Punch list items: 3 minor items.,2,Clear,83,43
PRJ-2022-322,8369c4fa,2023-04-28,J. Martinez,Safety Log,Crew arrived 0600. Weather: Rain - indoor work only. 5 workers on site. Focus today: piping rough-in mechanical room. Good progress.,2,Cloudy,100,51
PRJ-2022-322,d335e8f0,2023-05-01,J. Martinez,Coordination Note,"Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Set 3 VAV boxes, awaiting controls.",1,Clear,64,49
PRJ-2022-322,bd9fd3ca,2023-05-02,M. Chen,Inspection Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: none.,5,Cold,78,67
PRJ-2022-322,075ceb90,2023-05-03,K. Thompson,Coordination Note,Received delivery of RTU - 168 units. Matched PO. Staged at loading dock.,4,Hot,87,44
PRJ-2022-322,ebd50361,2023-05-05,R. Williams,Safety Log,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 11 workers on site. Focus today: piping rough-in mechanical room. Waiting on RFI response to proceed.",5,Cloudy,72,57
PRJ-2022-322,e0f00054,2023-05-08,R. Williams,Daily Report,Installed 153 VAV boxes on floor 21. Minor punch items noted. Inspections needed: pressure test Monday.,3,Rain,64,43
PRJ-2022-322,e2b87acd,2023-05-12,K. Thompson,Daily Report,Access issue encountered: field conditions don't match drawings. Resolution: Workaround implemented. Impact: cost impact TBD.,0,Hot,60,58
PRJ-2022-322,3a920477,2023-05-15,R. Williams,Inspection Note,Working in basement - 84% complete this zone. Remaining: final connections.,2,Clear,74,44
PRJ-2022-322,a255f027,2023-05-16,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,0,Rain,78,54
PRJ-2022-322,18ed0eac,2023-05-17,R. Williams,Coordination Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 11.",3,Hot,81,42
PRJ-2022-322,942c9285,2023-05-22,M. Chen,Inspection Note,Installed 94 LF of duct on floor 26. Rework required grid C-4. Inspections needed: rough-in Friday.,0,Cloudy,82,59
PRJ-2022-322,042e3d24,2023-05-23,R. Williams,Inspection Note,Installed 188 VAV boxes on floor 7. Rework required grid C-4. Inspections needed: rough-in Friday.,1,Clear,87,47
PRJ-2022-322,89fadea4,2023-05-24,M. Chen,Issue Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Ran refrigerant lines to condensers.,0,Cold,90,41
PRJ-2022-322,fea86ed5,2023-05-26,R. Williams,Coordination Note,Coordination conflict encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: schedule neutral.,3,Hot,97,54
PRJ-2022-322,9c2b155f,2023-05-30,K. Thompson,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: none required.,2,Rain,63,68
PRJ-2022-322,758a173f,2023-05-31,K. Thompson,Coordination Note,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: 1 day delay.,1,Cloudy,86,58
PRJ-2022-322,7919c264,2023-06-01,R. Williams,Safety Log,Working in floors 4-6 - 59% complete this zone. Remaining: controls terminations.,0,Cloudy,74,38
PRJ-2022-322,f7f96b3f,2023-06-05,J. Martinez,Issue Log,Equipment startup for AHU-2. Delayed - controls not ready. Punch list items: damper actuator adjustment.,1,Hot,85,68
PRJ-2022-322,536e5523,2023-06-06,K. Thompson,Safety Log,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,1,Clear,66,56
PRJ-2022-322,44941793,2023-06-07,K. Thompson,Coordination Note,Working in floors 4-6 - 69% complete this zone. Remaining: insulation and startup.,3,Rain,93,56
PRJ-2022-322,1c176c91,2023-06-15,J. Martinez,Daily Report,Working in floors 4-6 - 75% complete this zone. Remaining: controls terminations.,4,Clear,72,38
PRJ-2022-322,291480e6,2023-06-16,R. Williams,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,5,Clear,93,71
PRJ-2022-322,a8528cd9,2023-06-20,K. Thompson,Coordination Note,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: sensor calibration.,5,Hot,72,53
PRJ-2022-322,f08e05b8,2023-06-22,J. Martinez,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: none required.,5,Cold,94,66
PRJ-2022-322,45aac4dd,2023-06-23,J. Martinez,Inspection Note,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,3,Cold,62,65
PRJ-2022-322,57038f31,2023-06-26,K. Thompson,Coordination Note,Working in penthouse - 74% complete this zone. Remaining: controls terminations.,1,Hot,64,55
PRJ-2022-322,fdd60bad,2023-06-27,K. Thompson,Inspection Note,Installed 180 diffusers on floor 10. Rework required grid C-4. Inspections needed: rough-in Friday.,5,Cold,81,71
